caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,39.56,41.4,,9.0,,60.0,41490.0,,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,17.7116,13.32,,2.0,,60.0,33358.0,,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,37.2686,41.64,,9.0,,60.0,55931.0,,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,35543.0,,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,46.128,45.72,,9.0,,60.0,34127.0,,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,35315.0,,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,32617.0,,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,19.6568,16.68,,2.0,,60.0,34679.0,,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,41.9627,40.04,,9.0,,60.0,39762.0,,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,39.1027,36.14,,9.0,,60.0,18789.0,,orchestration not applicable
