caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_027,浙江峰谷价差与工商业储能投资,business_answer,SUCCESS,46.5784,40.72,,45.0,,80.3777,178921.0,14183.0,orchestration not applicable
power_trade_standard_v1_028,实时电价查询,data_query,SUCCESS,38.0583,31.026,,35.75,,67.6907,210050.0,25343.0,orchestration not applicable
power_trade_standard_v1_029,上个月电价查询,data_query,SUCCESS,33.239,22.44,,36.5,,67.4003,203857.0,26289.0,orchestration not applicable
power_trade_standard_v1_030,明天电价预测,data_query,SUCCESS,21.2484,8.52,,2.0,,100.0,29237.0,1573.0,orchestration not applicable
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,50.8305,44.24,,45.0,,92.9087,108737.0,7104.0,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,47.8507,37.16,,9.0,,100.0,23587.0,1387.0,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,46.448,43.52,,9.0,,100.0,31245.0,1616.0,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,51.5822,47.492,,45.0,,80.6603,173712.0,14386.0,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,41.8553,27.6,,38.33,,100.0,55440.0,3071.0,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,54.4893,49.454,,45.0,,91.3818,102095.0,9486.0,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,40.1944,25.32,,45.0,,86.7243,144052.0,10530.0,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,54.128,45.72,,9.0,,100.0,26854.0,1520.0,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,44.5184,32.2,,38.33,,100.0,52779.0,3009.0,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,39.3922,30.28,,31.5,,85.9575,118698.0,13928.0,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,44.8099,33.64,,45.0,,85.4492,142367.0,12133.0,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,49.9627,40.04,,9.0,,100.0,26321.0,1510.0,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,28.5787,10.88,,9.0,,100.0,11928.0,1085.0,orchestration not applicable
