caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_025,跨省绿电安全校核流程,business_answer,SUCCESS,44.6313,44.0,,34.0,,58.7345,74237.0,,orchestration not applicable
power_trade_standard_v1_026,光储充消防标准,business_answer,SUCCESS,44.2667,44.0,,30.0,,60.0,59852.0,,orchestration not applicable
power_trade_standard_v1_027,浙江峰谷价差与工商业储能投资,business_answer,SUCCESS,44.2667,44.0,,30.0,,60.0,41143.0,,orchestration not applicable
power_trade_standard_v1_028,实时电价查询,data_query,SUCCESS,17.3618,12.0,,18.0,,35.9583,330469.0,,orchestration not applicable
power_trade_standard_v1_029,上个月电价查询,data_query,SUCCESS,22.0828,13.6,,28.0,,43.3242,247603.0,,orchestration not applicable
power_trade_standard_v1_030,明天电价预测,data_query,SUCCESS,23.3263,11.2,,28.0,,60.0,45411.0,,orchestration not applicable
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,44.8,44.0,,34.0,,60.0,57915.0,,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,70.2267,74.4,,55.0,,60.0,25373.0,,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,47.12,46.8,,36.0,,60.0,34072.0,,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,61.8833,65.2,,49.0,,56.5251,99093.0,,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,21.4737,8.0,,28.0,,60.0,45596.0,,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,40.3117,38.8,,32.0,,59.582,64703.0,,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,41.6436,37.6,,40.0,,59.2098,68890.0,,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,70.2267,74.4,,55.0,,60.0,48753.0,,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,24.2836,13.6,,28.0,,57.263,90791.0,,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,41.7684,37.6,,40.0,,60.0,59407.0,,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,21.4074,10.4,,23.0,,59.1138,69970.0,,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,69.4048,74.4,,59.0,,54.5574,121229.0,,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,68.1467,71.2,,59.0,,60.0,30634.0,,orchestration not applicable
