caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_029,上个月电价查询,data_query,SUCCESS,26.4132,3.2,,33.33,,100.0,18633.0,2087.0,orchestration not applicable
power_trade_standard_v1_030,明天电价预测,data_query,SUCCESS,18.1445,13.32,,2.0,,62.7418,463805.0,5535.0,orchestration not applicable
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,39.1976,35.0,,9.0,,92.482,133808.0,5077.0,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,52.5523,45.72,,9.0,,92.1217,138851.0,4978.0,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,43.8875,41.4,,9.0,,92.4566,138953.0,4591.0,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,34.4944,35.0,,9.0,,57.208,534220.0,4719.0,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,32.1921,10.0,,40.33,,100.0,38883.0,2358.0,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,38.4809,38.56,,9.0,,82.346,233477.0,6513.0,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,29.895,10.0,,40.33,,85.4516,223670.0,2235.0,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,53.6897,45.72,,9.0,,97.8085,83614.0,4104.0,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,23.4818,3.2,,33.33,,81.4347,268860.0,2144.0,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,24.1011,16.68,,2.0,,88.1468,182769.0,5058.0,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,24.4775,3.2,,33.33,,87.7406,197918.0,2156.0,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,45.9355,40.04,,9.0,,79.864,274450.0,5208.0,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,34.2446,20.4,,9.0,,93.4228,133993.0,2814.0,orchestration not applicable
