caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,55.1796,50.0,,45.0,,93.8467,129225.0,1540.0,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,66.9542,60.72,,45.0,,97.1308,92279.0,1191.0,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,60.5787,56.4,,45.0,,99.1404,69671.0,933.0,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,57.2868,52.0,,45.0,,98.6508,75179.0,991.0,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,47.8385,35.08,,45.0,,99.3508,67304.0,825.0,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,59.4216,56.64,,45.0,,93.5713,132323.0,1261.0,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,44.3351,29.64,,45.0,,97.1092,92522.0,967.0,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,67.0879,60.72,,45.0,,97.7997,84753.0,1095.0,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,50.6187,40.52,,45.0,,97.0118,93617.0,1183.0,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,50.8358,40.52,,45.0,,98.3865,78152.0,768.0,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,47.8332,35.08,,45.0,,99.3172,67681.0,901.0,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,62.8465,55.04,,45.0,,97.4191,89035.0,1120.0,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,43.0347,27.32,,45.0,,100.0,19622.0,349.0,orchestration not applicable
