caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_027,浙江峰谷价差与工商业储能投资,business_answer,SUCCESS,28.7881,14.2,,40.33,,97.4809,88340.0,2096.0,orchestration not applicable
power_trade_standard_v1_028,实时电价查询,data_query,SUCCESS,32.1921,10.0,,40.33,,100.0,48080.0,2253.0,orchestration not applicable
power_trade_standard_v1_029,上个月电价查询,data_query,SUCCESS,30.1772,10.0,,40.33,,87.2391,203560.0,2339.0,orchestration not applicable
power_trade_standard_v1_030,明天电价预测,data_query,SUCCESS,21.9166,13.32,,2.0,,86.6321,188849.0,6154.0,orchestration not applicable
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,37.9121,35.0,,9.0,,82.8409,234030.0,5901.0,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,48.7767,42.88,,9.0,,83.6567,243862.0,3563.0,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,44.6028,41.4,,9.0,,97.8212,83741.0,4077.0,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,40.6859,40.0,,9.0,,76.1439,318661.0,4972.0,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,31.2221,10.0,,40.33,,93.8565,129114.0,2146.0,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,37.0379,41.64,,9.0,,58.385,514069.0,5410.0,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,27.2904,10.0,,40.33,,68.9558,409247.0,2184.0,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,52.7263,45.72,,9.0,,92.9916,138845.0,3737.0,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,31.4432,10.0,,40.33,,95.2567,113362.0,2025.0,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,31.6485,10.0,,40.33,,96.5569,98735.0,2185.0,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,32.1921,10.0,,40.33,,100.0,53322.0,2210.0,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,48.367,40.04,,9.0,,92.0216,138327.0,5143.0,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,33.5507,17.66,,9.0,,100.0,38591.0,2709.0,orchestration not applicable
