caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,60.3476,56.4,,45.0,,97.4069,89172.0,1176.0,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,55.5186,50.0,,45.0,,96.3893,100620.0,1309.0,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,47.8806,35.08,,45.0,,99.6169,64310.0,798.0,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,57.4849,53.56,,45.0,,93.8741,128916.0,1380.0,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,44.0237,29.64,,45.0,,95.1371,114708.0,1057.0,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,67.5096,60.72,,45.0,,99.9081,61034.0,842.0,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,48.7676,37.8,,45.0,,95.2617,113306.0,1409.0,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,50.7806,40.52,,45.0,,98.0372,82081.0,861.0,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,47.7256,35.08,,45.0,,98.6352,75354.0,952.0,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,61.9233,55.04,,45.0,,92.8032,140964.0,1689.0,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,43.0347,27.32,,45.0,,100.0,19218.0,350.0,orchestration not applicable
