caseId,caseName,caseType,status,caseScore,outcomeScore,routingScore,executionScore,orchestrationScore,efficiencyScore,durationMs,tokenUsage,reason
power_trade_standard_v1_019,后天气象情况,data_query,SUCCESS,30.8897,10.0,,40.33,,91.7515,152796.0,2163.0,orchestration not applicable
power_trade_standard_v1_020,跨省绿电交易规则,business_answer,SUCCESS,29.124,14.2,,40.33,,100.0,13477.0,2071.0,orchestration not applicable
power_trade_standard_v1_021,年用电量500万kWh用户入市,business_answer,SUCCESS,29.124,14.2,,40.33,,100.0,18302.0,2323.0,orchestration not applicable
power_trade_standard_v1_022,前天现货复盘,business_answer,SUCCESS,28.1937,14.2,,40.33,,93.0227,138495.0,2318.0,orchestration not applicable
power_trade_standard_v1_023,明天全省电源预测总出力,data_query,SUCCESS,32.0739,10.0,,40.33,,99.2516,68419.0,2263.0,orchestration not applicable
power_trade_standard_v1_024,2025年绿电交易价格机制,business_answer,SUCCESS,29.0827,14.2,,40.33,,99.6906,63481.0,2047.0,orchestration not applicable
power_trade_standard_v1_025,跨省绿电安全校核流程,business_answer,SUCCESS,28.0826,14.2,,40.33,,92.1898,147865.0,2109.0,orchestration not applicable
power_trade_standard_v1_026,光储充消防标准,business_answer,SUCCESS,40.7286,38.6,,9.0,,84.1648,203696.0,7445.0,orchestration not applicable
power_trade_standard_v1_027,浙江峰谷价差与工商业储能投资,business_answer,SUCCESS,28.4876,14.2,,40.33,,95.2271,113695.0,2069.0,orchestration not applicable
power_trade_standard_v1_028,实时电价查询,data_query,SUCCESS,30.1771,10.0,,40.33,,87.2381,203571.0,2235.0,orchestration not applicable
power_trade_standard_v1_029,上个月电价查询,data_query,SUCCESS,30.3857,10.0,,40.33,,88.5595,188706.0,2263.0,orchestration not applicable
power_trade_standard_v1_030,明天电价预测,data_query,SUCCESS,22.1953,13.32,,2.0,,88.3967,174157.0,5638.0,orchestration not applicable
power_trade_standard_v1_031,电价上涨原因分析,business_answer,SUCCESS,36.6705,35.0,,9.0,,73.529,344139.0,5366.0,orchestration not applicable
power_trade_standard_v1_032,选择最省钱用电套餐,robustness,SUCCESS,51.9107,45.72,,9.0,,88.9135,173493.0,5123.0,orchestration not applicable
power_trade_standard_v1_033,账单分析与套餐推荐,business_answer,SUCCESS,42.7206,41.4,,9.0,,83.7045,243324.0,3992.0,orchestration not applicable
power_trade_standard_v1_034,今日盘前交易简报,business_answer,SUCCESS,20.124,3.2,,33.33,,100.0,27453.0,2242.0,orchestration not applicable
power_trade_standard_v1_035,大丰风电场功率预测,data_query,SUCCESS,32.1921,10.0,,40.33,,100.0,38435.0,2074.0,orchestration not applicable
power_trade_standard_v1_036,威海光伏站现货申报策略,strategy_advice,SUCCESS,37.5056,38.56,,9.0,,75.5191,299070.0,7634.0,orchestration not applicable
power_trade_standard_v1_037,浙江未来两天日前现货电价预测,data_query,SUCCESS,32.1921,10.0,,40.33,,100.0,59253.0,2150.0,orchestration not applicable
power_trade_standard_v1_038,代理售电负荷预测,robustness,SUCCESS,53.5347,45.72,,9.0,,97.0333,93375.0,3729.0,orchestration not applicable
power_trade_standard_v1_039,后天全省光伏风电预测,data_query,SUCCESS,29.9614,10.0,,40.33,,85.8723,218937.0,2228.0,orchestration not applicable
power_trade_standard_v1_040,江苏能量块后天预测,data_query,SUCCESS,29.8253,10.0,,40.33,,85.0105,228632.0,2121.0,orchestration not applicable
power_trade_standard_v1_041,今明两天竞价空间,data_query,SUCCESS,30.6709,10.0,,40.33,,90.3655,168388.0,2135.0,orchestration not applicable
power_trade_standard_v1_042,未来用户预测负荷,robustness,SUCCESS,45.9144,40.04,,9.0,,79.7588,274313.0,5340.0,orchestration not applicable
power_trade_standard_v1_043,历史用户实际电量,robustness,SUCCESS,35.8198,21.7,,9.0,,96.5322,99013.0,2827.0,orchestration not applicable
